agent_id,is_train_agent,f_agent,model_name,model_provider,model_family,scaffold_name,scaffold_tool_exposure_mechanism
Scicode Tool Calling Agent__openai/o4-mini-2025-04-16__scicode_scicode_tool_calling_agent_o4mini20250416_low_1745286980,True,13.814210891723633,o4-mini,OpenAI,o-series,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Tool Calling Agent__openrouter/anthropic/claude-opus-4.1__scicode_scicode_tool_calling_agent_claudeopus41_1755801688,True,10.515905380249023,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Tool Calling Agent__openrouter/anthropic/claude-opus-4.1__scicode_scicode_tool_calling_agent_claudeopus41_high_1755107101,True,10.515905380249023,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Tool Calling Agent__openrouter/anthropic/claude-sonnet-4.5__scicode_scicode_tool_calling_agent_claudesonnet45_high_1759429729,False,12.562661170959473,Claude Sonnet 4.5,Anthropic via OpenRouter,Claude Sonnet,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Tool Calling Agent__together_ai/deepseek-ai/DeepSeek-R1__scicode_scicode_tool_calling_agent_deepseekaideepseekr1_1753819405,True,21.592435836791992,DeepSeek R1,DeepSeek via Together AI,DeepSeek R1,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Tool Calling Agent__together_ai/deepseek-ai/DeepSeek-V3__scicode_scicode_tool_calling_agent_deepseekaiDeepSeekV3_1745349011,True,20.286623001098633,DeepSeek V3 / Chat,DeepSeek via Together AI,DeepSeek V3,SciCode Tool Calling Agent,code_agent_tool_registry
Scicode Zero Shot Agent__anthropic/claude-3-7-sonnet-20250219__scicode_scicode_zero_shot_agent_claude37sonnet20250219_1745345545,True,9.847678184509277,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,SciCode Zero Shot Agent,no_explicit_tools
Scicode Zero Shot Agent__anthropic/claude-3-7-sonnet-20250219__scicode_scicode_zero_shot_agent_claude37sonnet20250219_high_1748945506,True,9.847678184509277,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,SciCode Zero Shot Agent,no_explicit_tools
Scicode Zero Shot Agent__gemini/gemini-2.0-flash__scicode_scicode_zero_shot_agent_gemini20flash_1745437512,True,18.892488479614258,Gemini 2.0 Flash,Google,Gemini Flash,SciCode Zero Shot Agent,no_explicit_tools
Scicode Zero Shot Agent__openai/gpt-4.1-2025-04-14__scicode_scicode_zero_shot_agent_gpt4120250414_1745265933,True,10.403018951416016,GPT-4.1,OpenAI,GPT,SciCode Zero Shot Agent,no_explicit_tools
Scicode Zero Shot Agent__openai/o3-2025-04-16__scicode_scicode_zero_shot_agent_o320250416_1745284451,True,11.616850852966309,o3,OpenAI,o-series,SciCode Zero Shot Agent,no_explicit_tools
Scicode Zero Shot Agent__openai/o4-mini-2025-04-16__scicode_scicode_zero_shot_agent_o4mini20250416_1745274271,True,11.616850852966309,o4-mini,OpenAI,o-series,SciCode Zero Shot Agent,no_explicit_tools
Scicode Zero Shot Agent__openai/o4-mini-2025-04-16__scicode_scicode_zero_shot_agent_o4mini20250416_high_1745429794,True,11.616850852966309,o4-mini,OpenAI,o-series,SciCode Zero Shot Agent,no_explicit_tools
Scicode Zero Shot Agent__openai/o4-mini-2025-04-16__scicode_scicode_zero_shot_agent_o4mini20250416_low_1745290900,True,11.616850852966309,o4-mini,OpenAI,o-series,SciCode Zero Shot Agent,no_explicit_tools
Scicode Zero Shot Agent__together_ai/deepseek-ai/DeepSeek-R1__scicode_scicode_zero_shot_agent_deepseekaideepseekr1_1753815994,True,19.39715003967285,DeepSeek R1,DeepSeek via Together AI,DeepSeek R1,SciCode Zero Shot Agent,no_explicit_tools
Scicode Zero Shot Agent__together_ai/deepseek-ai/DeepSeek-V3__scicode_scicode_zero_shot_agent_deepseekaideepseekv3_1745456160,False,18.09083366394043,DeepSeek V3 / Chat,DeepSeek via Together AI,DeepSeek V3,SciCode Zero Shot Agent,no_explicit_tools
SeeAct__claude-3-7-sonnet-20250219__seeact_claude-3-7-sonnet-20250219,True,12.789392471313477,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,SeeAct,framework_mediated_browser_control
SeeAct__claude-3-7-sonnet-20250219__seeact_claude-3-7-sonnet-20250219_thinking_high_4096,True,12.789392471313477,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,SeeAct,framework_mediated_browser_control
SeeAct__claude-sonnet-4-20250514__seeact_claude-sonnet-4-20250514,True,12.789392471313477,Claude Sonnet 4,Anthropic,Claude Sonnet,SeeAct,framework_mediated_browser_control
SeeAct__claude-sonnet-4-20250514__seeact_claude-sonnet-4-20250514_thinking_high_4096,True,12.789392471313477,Claude Sonnet 4,Anthropic,Claude Sonnet,SeeAct,framework_mediated_browser_control
SeeAct__gemini/gemini-2.0-flash__seeact_gemini-2.0-flash,True,21.932199478149414,Gemini 2.0 Flash,Google,Gemini Flash,SeeAct,framework_mediated_browser_control
SeeAct__gemini/gemini-2.5-pro-preview-03-25__seeact_gemini-2.5-pro-preview-03-25,True,12.561539649963379,Gemini 2.5 Pro Preview,Google,Gemini Pro,SeeAct,framework_mediated_browser_control
SeeAct__gpt-4.1-2025-04-14__seeact_gpt-4.1-2025-04-14,True,13.531840324401855,GPT-4.1,OpenAI,GPT,SeeAct,framework_mediated_browser_control
SeeAct__gpt-5-2025-08-07__seeact_gpt-5_reasoning_effort_high,True,13.531840324401855,GPT-5,OpenAI,GPT,SeeAct,framework_mediated_browser_control
SeeAct__gpt-5-2025-08-07__seeact_gpt-5_reasoning_effort_medium,True,13.531840324401855,GPT-5,OpenAI,GPT,SeeAct,framework_mediated_browser_control
SeeAct__gpt-5-2025-08-07__seeact_gpt-5_reasoning_effort_minimal,True,13.531840324401855,GPT-5,OpenAI,GPT,SeeAct,framework_mediated_browser_control
SeeAct__o3-2025-04-16__seeact_o3-2025-04-16,True,14.771303176879883,o3,OpenAI,o-series,SeeAct,framework_mediated_browser_control
SeeAct__o4-mini-2025-04-16__seeact_o4-mini_reasoning_effort_high,True,14.771303176879883,o4-mini,OpenAI,o-series,SeeAct,framework_mediated_browser_control
SeeAct__o4-mini-2025-04-16__seeact_o4-mini_reasoning_effort_low,True,14.771303176879883,o4-mini,OpenAI,o-series,SeeAct,framework_mediated_browser_control
SeeAct__openrouter/anthropic/claude-haiku-4.5__seeact_claude-haiku-4-5-20251001,False,13.841047286987305,Claude Haiku 4.5,Anthropic via OpenRouter,Claude Haiku,SeeAct,framework_mediated_browser_control
SeeAct__openrouter/anthropic/claude-haiku-4.5__seeact_claude-haiku-4-5-20251001_thinking_high_4096,False,13.841047286987305,Claude Haiku 4.5,Anthropic via OpenRouter,Claude Haiku,SeeAct,framework_mediated_browser_control
SeeAct__openrouter/anthropic/claude-sonnet-4.5__seeact_claude-sonnet-4-5-20250929,True,13.585050582885742,Claude Sonnet 4.5,Anthropic via OpenRouter,Claude Sonnet,SeeAct,framework_mediated_browser_control
SeeAct__openrouter/anthropic/claude-sonnet-4.5__seeact_claude-sonnet-4-5-20250929_thinking_high_4096,True,13.585050582885742,Claude Sonnet 4.5,Anthropic via OpenRouter,Claude Sonnet,SeeAct,framework_mediated_browser_control
TAU-bench FewShot__claude-3-7-sonnet-20250219__taubench_airline_1743994890,False,13.233125686645508,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,TAU-bench FewShot,native_tool_schema
TAU-bench FewShot__claude-3-7-sonnet-20250219__taubench_airline_1744000536,False,13.233125686645508,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,TAU-bench FewShot,native_tool_schema
TAU-bench FewShot__gemini-2.0-flash__taubench_airline_taubench_fewshot_gemini20flash_1750877603,True,22.527019500732422,Gemini 2.0 Flash,Google,Gemini Flash,TAU-bench FewShot,native_tool_schema
TAU-bench FewShot__gpt-4.1-2025-04-14__taubench_airline_taubench_fewshot_gpt4120250414_1745112637,True,14.064130783081055,GPT-4.1,OpenAI,GPT,TAU-bench FewShot,native_tool_schema
TAU-bench FewShot__gpt-4o-2024-11-20__taubench_airline_1743961943,True,14.064130783081055,GPT-4o,OpenAI,GPT,TAU-bench FewShot,native_tool_schema
TAU-bench FewShot__o3-2025-04-03__taubench_airline_taubench_fewshot_o320250403_1744728447,True,15.293150901794434,o3,OpenAI,o-series,TAU-bench FewShot,native_tool_schema
TAU-bench FewShot__o3-2025-04-16__taubench_airline_taubench_fewshot_o320250416_medium_1753770065,True,15.293150901794434,o3,OpenAI,o-series,TAU-bench FewShot,native_tool_schema
TAU-bench FewShot__o3-mini-2025-01-31__taubench_airline_1743969279,True,15.293150901794434,o3-mini,OpenAI,o-series,TAU-bench FewShot,native_tool_schema
TAU-bench FewShot__o3-mini-2025-01-31__taubench_airline_1743970420,True,15.293150901794434,o3-mini,OpenAI,o-series,TAU-bench FewShot,native_tool_schema
TAU-bench FewShot__o4-mini-2025-04-16__taubench_airline_taubench_fewshot_o4mini20250416_high_1745112675,True,15.293150901794434,o4-mini,OpenAI,o-series,TAU-bench FewShot,native_tool_schema
TAU-bench FewShot__o4-mini-2025-04-16__taubench_airline_taubench_fewshot_o4mini20250416_low_1745099803,True,15.293150901794434,o4-mini,OpenAI,o-series,TAU-bench FewShot,native_tool_schema
TAU-bench FewShot__together_ai/deepseek-ai/DeepSeek-R1__taubench_airline_taubench_fewshot_deepseekaideepseekr1_1745101169,True,23.05889129638672,DeepSeek R1,DeepSeek via Together AI,DeepSeek R1,TAU-bench FewShot,native_tool_schema
TAU-bench FewShot__together_ai/deepseek-ai/DeepSeek-V3__taubench_airline_taubench_fewshot_deepseekaideepseekv3_1745101128,True,21.757280349731445,DeepSeek V3 / Chat,DeepSeek via Together AI,DeepSeek V3,TAU-bench FewShot,native_tool_schema
TauBench Few Shot High Reasoning__claude-opus-4-20250514__taubench_airline_taubench_few_shot_high_reasoning_claudeopus420250514_1754083292,True,11.18203353881836,Claude Opus 4,Anthropic,Claude Opus,TAU-bench FewShot,native_tool_schema
TauBench Few Shot__claude-opus-4-20250514__taubench_airline_taubench_few_shot_claudeopus420250514_1754083314,True,11.18203353881836,Claude Opus 4,Anthropic,Claude Opus,TAU-bench FewShot,native_tool_schema
TauBench Few-Shot High Reasoning__gpt-5__taubench_airline_taubench_fewshot_high_reasoning_gpt5_1754595988,True,14.064130783081055,GPT-5,OpenAI,GPT,TAU-bench FewShot,native_tool_schema
TauBench Few-Shot Minimal Reasoning__gpt-5__taubench_airline_taubench_fewshot_minimal_reasoning_gpt5_1754596041,True,14.064130783081055,GPT-5,OpenAI,GPT,TAU-bench FewShot,native_tool_schema
TauBench FewShot High Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_taubench_fewshot_high_reasoning_claudeopus41_1754432663,True,12.050527572631836,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,TAU-bench FewShot,native_tool_schema
TauBench FewShot No Reasoning__openrouter/anthropic/claude-opus-4.1__taubench_airline_taubench_fewshot_no_reasoning_claudeopus41_1754432664,True,12.050527572631836,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,TAU-bench FewShot,native_tool_schema
Taubench ToolCalling__anthropic/claude-3.7-sonnet__taubench_airline_taubench_toolcalling_claude37sonnet_1760379497,True,13.233125686645508,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,TAU-bench ToolCalling,native_tool_schema
Taubench ToolCalling__anthropic/claude-3.7-sonnet__taubench_airline_taubench_toolcalling_claude37sonnet_high_1760999140,True,13.233125686645508,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,TAU-bench ToolCalling,native_tool_schema
Taubench ToolCalling__anthropic/claude-opus-4.1__taubench_airline_taubench_toolcalling_claudeopus41_1760380824,True,11.18203353881836,Claude Opus 4.1,Anthropic,Claude Opus,TAU-bench ToolCalling,native_tool_schema
Taubench ToolCalling__anthropic/claude-opus-4.1__taubench_airline_taubench_toolcalling_claudeopus41_high_1761000598,True,11.18203353881836,Claude Opus 4.1,Anthropic,Claude Opus,TAU-bench ToolCalling,native_tool_schema
Taubench ToolCalling__deepseek/deepseek-chat__taubench_airline_taubench_toolcalling_deepseekv3_1760385714,True,16.811872482299805,DeepSeek V3 / Chat,DeepSeek,DeepSeek V3,TAU-bench ToolCalling,native_tool_schema
Taubench ToolCalling__deepseek/deepseek-r1__taubench_airline_taubench_toolcalling_deepseekr1_1760382872,True,18.093748092651367,DeepSeek R1,DeepSeek,DeepSeek R1,TAU-bench ToolCalling,native_tool_schema
Taubench ToolCalling__google/gemini-2.0-flash-001__taubench_airline_taubench_toolcalling_gemini20flash001_1760387340,True,22.527019500732422,Gemini 2.0 Flash,Google,Gemini Flash,TAU-bench ToolCalling,native_tool_schema
Taubench ToolCalling__openai/gpt-4.1-2025-04-14__taubench_airline_taubench_toolcalling_gpt4120250414_1760371184,True,14.064130783081055,GPT-4.1,OpenAI,GPT,TAU-bench ToolCalling,native_tool_schema
Taubench ToolCalling__openai/gpt-5-2025-08-07__taubench_airline_taubench_toolcalling_gpt520250807_1760996356,True,14.064130783081055,GPT-5,OpenAI,GPT,TAU-bench ToolCalling,native_tool_schema
Taubench ToolCalling__openai/o3-2025-04-16__taubench_airline_taubench_toolcalling_o320250416_1760994863,True,15.293150901794434,o3,OpenAI,o-series,TAU-bench ToolCalling,native_tool_schema
Taubench ToolCalling__openai/o4-mini-2025-04-16__taubench_airline_taubench_toolcalling_o4mini20250416_high_1760993011,False,15.293150901794434,o4-mini,OpenAI,o-series,TAU-bench ToolCalling,native_tool_schema
Taubench ToolCalling__openai/o4-mini-2025-04-16__taubench_airline_taubench_toolcalling_o4mini20250416_low_1760991692,False,15.293150901794434,o4-mini,OpenAI,o-series,TAU-bench ToolCalling,native_tool_schema
USACO Episodic + Semantic__claude-3-7-sonnet-20250219__usaco_usaco_episodic__semantic_claude37sonnet20250219_1744648510,False,18.173418045043945,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,USACO Episodic + Semantic,harness_side_augmentation
USACO Episodic + Semantic__claude-3-7-sonnet-20250219__usaco_usaco_episodic__semantic_claude37sonnet20250219_high_1744655395,False,18.173418045043945,Claude 3.7 Sonnet,Anthropic,Claude Sonnet,USACO Episodic + Semantic,harness_side_augmentation
USACO Episodic + Semantic__gemini/gemini-2.0-flash__usaco_usaco_episodic__semantic_geminigemini20flash_1756136853,True,27.181297302246094,Gemini 2.0 Flash,Google,Gemini Flash,USACO Episodic + Semantic,harness_side_augmentation
USACO Episodic + Semantic__gpt-5-2025-08-07__usaco_usaco_episodic__semantic_gpt520250807_1756136988,True,18.698165893554688,GPT-5,OpenAI,GPT,USACO Episodic + Semantic,harness_side_augmentation
USACO Episodic + Semantic__o3-2025-04-16__usaco_usaco_episodic__semantic_o320250416_1745878600,True,19.90704345703125,o3,OpenAI,o-series,USACO Episodic + Semantic,harness_side_augmentation
USACO Episodic + Semantic__o4-mini-2025-04-16__usaco_usaco_episodic__semantic_o4mini20250416_high_1746405235,True,19.90704345703125,o4-mini,OpenAI,o-series,USACO Episodic + Semantic,harness_side_augmentation
USACO Episodic + Semantic__o4-mini-2025-04-16__usaco_usaco_episodic__semantic_o4mini20250416_low_1746039070,True,19.90704345703125,o4-mini,OpenAI,o-series,USACO Episodic + Semantic,harness_side_augmentation
USACO Episodic + Semantic__openrouter/anthropic/claude-opus-4.1__usaco_usaco_episodic__semantic_claudeopus4120250514_1756127006,True,16.80516242980957,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,USACO Episodic + Semantic,harness_side_augmentation
USACO Episodic + Semantic__openrouter/anthropic/claude-opus-4.1__usaco_usaco_episodic__semantic_claudeopus4120250514_high_1756132384,True,16.80516242980957,Claude Opus 4.1,Anthropic via OpenRouter,Claude Opus,USACO Episodic + Semantic,harness_side_augmentation
colbench_backend_programming colbench_example_agent__gemini/gemini-2.0-flash__colbench_backend_programming_colbench_backend_programming_colbench_example_agentgemini20flash_1758546469,True,29.259624481201172,Gemini 2.0 Flash,Google,Gemini Flash,ColBench Example Agent,harness_side_augmentation
colbench_backend_programming colbench_example_agent__gpt-5__colbench_backend_programming_colbench_backend_programming_colbench_example_agentgpt5openaimedium_1758581642,True,20.776533126831055,GPT-5,OpenAI,GPT,ColBench Example Agent,harness_side_augmentation
colbench_backend_programming colbench_example_agent__o3-2025-04-16__colbench_backend_programming_colbench_backend_programming_colbench_example_agento320250416medium_1758572310,True,21.986936569213867,o3,OpenAI,o-series,ColBench Example Agent,harness_side_augmentation
colbench_backend_programming colbench_example_agent__o4-mini-2025-04-16__colbench_backend_programming_colbench_backend_programming_colbench_example_agento4mini20250416high_1758569130,False,21.986936569213867,o4-mini,OpenAI,o-series,ColBench Example Agent,harness_side_augmentation
colbench_backend_programming colbench_example_agent__o4-mini-2025-04-16__colbench_backend_programming_colbench_backend_programming_colbench_example_agento4mini20250416low_1758506687,False,21.986936569213867,o4-mini,OpenAI,o-series,ColBench Example Agent,harness_side_augmentation
colbench_backend_programming colbench_example_agent__openrouter/anthropic/claude-3.7-sonnet:thinking__colbench_backend_programming_colbench_backend_programming_colbench_example_agentclaude37sonnetthinking_1758575463,True,21.024166107177734,Claude 3.7 Sonnet,Anthropic via OpenRouter,Claude Sonnet,ColBench Example Agent,harness_side_augmentation
colbench_backend_programming colbench_example_agent__openrouter/anthropic/claude-3.7-sonnet:thinking__colbench_backend_programming_colbench_backend_programming_colbench_example_agentclaude37sonnetthinkinghigh_1758549642,True,21.024166107177734,Claude 3.7 Sonnet,Anthropic via OpenRouter,Claude Sonnet,ColBench Example Agent,harness_side_augmentation
colbench_backend_programming colbench_example_agent__openrouter/anthropic/claude-3.7-sonnet__colbench_backend_programming_colbench_backend_programming_colbench_example_agentclaude37sonnet_1758578559,True,21.024166107177734,Claude 3.7 Sonnet,Anthropic via OpenRouter,Claude Sonnet,ColBench Example Agent,harness_side_augmentation
colbench_backend_programming colbench_example_agent__openrouter/deepseek/deepseek-chat-v3-0324__colbench_backend_programming_colbench_backend_programming_colbench_example_agentdeepseekchatv30324_1758584800,True,27.321149826049805,DeepSeek V3 / Chat,DeepSeek via OpenRouter,DeepSeek V3,ColBench Example Agent,harness_side_augmentation
colbench_example_agent_gpt41__gpt-4.1-2025-04-14__colbench_backend_programming_colbench_example_agent_gpt41_1758503208,True,20.776533126831055,GPT-4.1,OpenAI,GPT,ColBench Example Agent,harness_side_augmentation
coreagent__openai/o3-mini-2025-01-31__corebench_hard_coreagent_1744839552,True,9.384612083435059,o3-mini,OpenAI,o-series,CORE-Agent,code_agent_tool_registry
hal_generalist_agent_deepseekaideepseekr1__together_ai/deepseek-ai/DeepSeek-R1__swebench_verified_mini_hal_generalist_agent_deepseekaideepseekr1_1744619918,False,18.03523063659668,DeepSeek R1,DeepSeek via Together AI,DeepSeek R1,HAL Generalist Agent,code_agent_tool_registry
hal_generalist_agent_deepseekaideepseekv3__together_ai/deepseek-ai/DeepSeek-V3__swebench_verified_mini_hal_generalist_agent_deepseekaideepseekv3_1744610459,True,16.760774612426758,DeepSeek V3 / Chat,DeepSeek via Together AI,DeepSeek V3,HAL Generalist Agent,code_agent_tool_registry
hal_generalist_agent_gemini20flash__gemini/gemini-2.0-flash__swebench_verified_mini_hal_generalist_agent_gemini20flash_1744635676,True,17.452775955200195,Gemini 2.0 Flash,Google,Gemini Flash,HAL Generalist Agent,code_agent_tool_registry
hal_generalist_agent_o3mini20250131_high__o3-mini-2025-01-31__swebench_verified_mini_hal_generalist_agent_o3mini20250131_high_1744606601,True,11.950939178466797,o3-mini,OpenAI,o-series,HAL Generalist Agent,code_agent_tool_registry
hal_generalist_agent_o3mini20250131_low__o3-mini-2025-01-31__swebench_verified_mini_hal_generalist_agent_o3mini20250131_low_1744603516,True,11.950939178466797,o3-mini,OpenAI,o-series,HAL Generalist Agent,code_agent_tool_registry
sab_selfdebug_dsr1__together_ai/deepseek-ai/DeepSeek-R1__scienceagentbench_sab_selfdebug_dsr1_1744769491,True,23.20977210998535,DeepSeek R1,DeepSeek via Together AI,DeepSeek R1,SAB Self-Debug,harness_side_augmentation
sab_selfdebug_gpt_41__gpt-4.1-2025-04-14__scienceagentbench_sab_selfdebug_gpt_41_1744993235,False,14.222789764404297,GPT-4.1,OpenAI,GPT,SAB Self-Debug,harness_side_augmentation
taubench_fewshot_o3mini20250131_high__o3-mini-2025-01-31__taubench_airline_taubench_fewshot_o3mini20250131_high_1744743428,True,15.293150901794434,o3-mini,OpenAI,o-series,TAU-bench FewShot,native_tool_schema
usaco_episodic__semantic_deepseekaideepseekr1__together_ai/deepseek-ai/DeepSeek-R1__usaco_usaco_episodic__semantic_deepseekaideepseekr1_1744597968,True,27.685678482055664,DeepSeek R1,DeepSeek via Together AI,DeepSeek R1,USACO Episodic + Semantic,harness_side_augmentation
usaco_episodic__semantic_deepseekaideepseekv3__together_ai/deepseek-ai/DeepSeek-V3__usaco_usaco_episodic__semantic_deepseekaideepseekv3_1744580934,True,26.380043029785156,DeepSeek V3 / Chat,DeepSeek via Together AI,DeepSeek V3,USACO Episodic + Semantic,harness_side_augmentation
usaco_episodic__semantic_gpt4120250414__gpt-4.1-2025-04-14__usaco_usaco_episodic__semantic_gpt4120250414_1744661741,True,18.698165893554688,GPT-4.1,OpenAI,GPT,USACO Episodic + Semantic,harness_side_augmentation
usaco_episodic__semantic_o3mini20250131_high__o3-mini-2025-01-31__usaco_usaco_episodic__semantic_o3mini20250131_high_1744751906,True,19.90704345703125,o3-mini,OpenAI,o-series,USACO Episodic + Semantic,harness_side_augmentation
usaco_episodic__semantic_o3mini20250131_low__o3-mini-2025-01-31__usaco_usaco_episodic__semantic_o3mini20250131_low_1744664227,True,19.90704345703125,o3-mini,OpenAI,o-series,USACO Episodic + Semantic,harness_side_augmentation
